SiteInfor,Country,Latitude,Longitude,Elevation,MAT,MAP,ClimateType,SamplingDepth,SamplingThickness,SandPerc,SiltPerc,ClayPerc,Texture,SoilpH,CoverCrop,CoverCropGroup,GrainCrop,GrainCropGroup,Tillage_C,Tillage_T,Fertilization_C,Fertilization_T,Conservation_Type,ControlDescription,Yield_C,Yield_T,Weed_C,Weed_T
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,5000,3500,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,5000,5100,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,4600,4100,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,4600,5600,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,15-to-30,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,4700,4500,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,15-to-30,15,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,4700,4900,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,15-to-30,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,4500,4400,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,15-to-30,15,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,4500,4600,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-10,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,10-to-20,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,20-to-30,10,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-30,30,26.6,60.7,,Silt loam,6,Chinese milk vetch,Legume,Rice,Arable,,,,,CC,No cover crop,,,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,0 kg per ha,0 kg per ha,CC,No cover crop,5200,3500,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,0 kg per ha,0 kg per ha,CC,No cover crop,4900,4600,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,100 kg per ha,100 kg per ha,CC,No cover crop,6400,5500,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,100 kg per ha,100 kg per ha,CC,No cover crop,5400,5100,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,200 kg per ha,200 kg per ha,CC,No cover crop,6600,6200,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,200 kg per ha,200 kg per ha,CC,No cover crop,6100,6000,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,0 kg per ha,0 kg per ha,CC,No cover crop,4600,4100,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,0 kg per ha,0 kg per ha,CC,No cover crop,4600,4400,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,100 kg per ha,100 kg per ha,CC,No cover crop,5600,5100,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,100 kg per ha,100 kg per ha,CC,No cover crop,5100,4900,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,200 kg per ha,200 kg per ha,CC,No cover crop,6400,6000,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,200 kg per ha,200 kg per ha,CC,No cover crop,5500,5200,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,0 kg per ha,0 kg per ha,CC,No cover crop,4500,3400,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,0 kg per ha,0 kg per ha,CC,No cover crop,5600,4800,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,100 kg per ha,100 kg per ha,CC,No cover crop,5800,4900,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,100 kg per ha,100 kg per ha,CC,No cover crop,6800,6300,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,200 kg per ha,200 kg per ha,CC,No cover crop,6200,5400,,
"Huarong county, Hunan",China,29.87,112.87,28,,,,0-to-15,15,26.6,60.7,,Silt loam,6,Ryegrass,Grass,Rice,Arable,,,200 kg per ha,200 kg per ha,CC,No cover crop,7700,6900,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,0?0?CC-NT,No cover crop,4250,4620,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,5620,4920,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,1?1?CC-NT,No cover crop,4260,4590,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,3890,4710,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,0?0?CC-NT,No cover crop,2910,2320,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,3310,2410,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,1?1?CC-NT,No cover crop,3250,2770,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,3260,2520,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,0?0?CC-NT,No cover crop,2410,2350,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,2750,2740,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,1?1?CC-NT,No cover crop,3120,3140,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,3610,3270,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,0?0?CC-NT,No cover crop,2980,4110,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,4610,3860,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,1?1?CC-NT,No cover crop,5050,5220,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,6920,6370,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,0?0?CC-NT,No cover crop,2370,2130,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,1990,1880,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,1?1?CC-NT,No cover crop,2350,1930,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,2260,2260,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,0?0?CC-NT,No cover crop,2110,2700,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,3300,3020,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,1?1?CC-NT,No cover crop,3670,4140,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,4240,3920,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,0?0?CC-NT,No cover crop,680,2620,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,1530,2720,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,1?1?CC-NT,No cover crop,3340,3430,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Corn,Corn,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,4370,2920,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,0?0?CC-NT,No cover crop,2850,3030,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,3450,3240,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,1?1?CC-NT,No cover crop,3420,2820,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Soybean,Soybean,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,3490,3260,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,0?0?CC-NT,No cover crop,2870,2410,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,0.5?0.5?CC-NT,No cover crop,3590,2610,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,1?1?CC-NT,No cover crop,3080,2870,,,,
"Boone County, east of Columbia, MO",USA,38.95,-92.33,227,,1100,,0-to-15,15,,,,Silt loam,,Ryegrass,Rye,Wheat,Wheat,No-tillage,No-tillage,1.5?1.5?CC-NT,No cover crop,2740,2950,,,,
"Mogente municipality, Valencia Province Southeast Spain",Spain,38.82,-0.8,581,16.3,413,,0-to-15,15,,,,Loam,8.48,Vetch,Legume,Grapevine,Orchard,,,Inorganic fertilizer,Organic pruning,CC,No cover crop,,,,
" Campo Real, Madrid",Spain,40.35,-3.37,800,14,400,,0-to-10,10,,,,Sandy loam,8.7,Brachypodium,Grass,Vineyard,Orchard,Traditional tillage,Traditional tillage,,,CC,No cover crop,0.15,0.08,,
" Campo Real, Madrid",Spain,40.35,-3.37,800,14,400,,0-to-10,10,,,,Sandy loam,8.7,Secale cereale,Grass,Vineyard,Orchard,Traditional tillage,Traditional tillage,,,CC,No cover crop,0.15,0.11,,
" Campo Real, Madrid",Spain,40.35,-3.37,800,14,400,,0-to-35,35,,,,Sandy loam,8.7,Brachypodium,Grass,Vineyard,Orchard,Traditional tillage,Traditional tillage,,,CC,No cover crop,,,,
" Campo Real, Madrid",Spain,40.35,-3.37,800,14,400,,0-to-35,35,,,,Sandy loam,8.7,Secale cereale,Grass,Vineyard,Orchard,Traditional tillage,Traditional tillage,,,CC,No cover crop,,,,
 South Italy,Italy,40.38,16.75,25,,550,,0-to-15,15,62.2,18.3,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,13375,17250,,
 South Italy,Italy,40.38,16.75,25,,550,,15-to-30,15,60,20.6,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.38,16.75,25,,550,,30-to-60,30,65.2,19.4,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.38,16.75,25,,550,,60-to-90,30,40.8,19.4,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.13,16.63,7,,550,,0-to-15,15,25.4,49.2,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,34175,22900,,
 South Italy,Italy,40.13,16.63,7,,550,,15-to-30,15,24.6,48.6,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.13,16.63,7,,550,,30-to-60,30,22.1,49.4,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.13,16.63,7,,550,,60-to-90,30,25.9,45.6,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.38,16.75,25,,550,,0-to-15,15,62.2,18.3,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.38,16.75,25,,550,,15-to-30,15,60,20.6,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.38,16.75,25,,550,,30-to-60,30,65.2,19.4,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.38,16.75,25,,550,,60-to-90,30,40.8,19.4,,Sandy loam,7.64,,,Kiwifruit,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.13,16.63,7,,550,,0-to-15,15,25.4,49.2,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.13,16.63,7,,550,,15-to-30,15,24.6,48.6,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.13,16.63,7,,550,,30-to-60,30,22.1,49.4,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
 South Italy,Italy,40.13,16.63,7,,550,,60-to-90,30,25.9,45.6,,Clay loam,8.15,,,Apricot,Orchard,Traditional tillage,No-tillage,Pruning residue removed,Compost and pruning residue,CC-NT,No cover crop,,,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,3900,4000,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,3900,3950,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,3900,3770,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,18570,16720,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,18570,19580,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,18570,17260,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,3410,3510,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,3410,3510,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-5,5,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,3410,3290,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-10,10,,,,Clay loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,19210,19210,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-10,10,,,,Clay loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,19210,19600,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-10,10,,,,Clay loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,19210,19610,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-10,10,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,2660,2920,,
"Boone County, IA",USA,42,-93.79,334,9.3,856,,0-to-10,10,,,,Clay loam,,Rye,Rye,Soybean,Soybean,No-tillage,No-tillage,208-117-74 kg N-P-K per ha,208-117-74 kg N-P-K per ha,CC-NT,No cover crop,2660,2990,,
